Temperature,Humidity,Value,Opponent,Country,StatsName,FullName,Temperature_zscore,Humidity_zscore,Average_zscore
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Recovered balls,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Fouls committed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Yellow cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Red cards,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,45.0,France,Portugal,Passes completed,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,96.0,France,Portugal,Passes accuracy,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,8534.0,France,Portugal,Distance covered (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,3035.0,France,Portugal,Distance covered in possession (m),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,22.1,France,Portugal,Top Speed (Km/h),,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Own-goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals conceded,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Goals,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Total Attempts,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts on target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Attempts off target,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Corners,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Corners,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Corners,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Corners,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Corners,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Corners,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Corners,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Corners,,0.6659542874487111,1.5248822119312544,1.0954182496899827
30,51,0.0,France,Portugal,Corners,,0.6659542874487111,1.5248822119312544,1.0954182496899827
