Temperature,Humidity,Value,Opponent,Country,StatsName,FullName,Temperature_zscore,Humidity_zscore,Average_zscore
14,91,0.0,England,Scotland,Saves,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Tackles won,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2.0,England,Scotland,Clearances,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2.0,England,Scotland,Recovered balls,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Fouls committed,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Yellow cards,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Red cards,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,31.0,England,Scotland,Passes completed,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,79.0,England,Scotland,Passes accuracy,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,9378.0,England,Scotland,Distance covered (m),Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2938.0,England,Scotland,Distance covered in possession (m),Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,29.7,England,Scotland,Top Speed (Km/h),Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Own-goals,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals conceded,Andy Robertson,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Total Attempts,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Attempts on target,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Attempts off target,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Corners,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Offsides,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Saves,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Tackles won,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,6.0,England,Scotland,Clearances,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2.0,England,Scotland,Recovered balls,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Fouls committed,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Yellow cards,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Red cards,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,37.0,England,Scotland,Passes completed,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,84.0,England,Scotland,Passes accuracy,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,9358.0,England,Scotland,Distance covered (m),Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2767.0,England,Scotland,Distance covered in possession (m),Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,29.0,England,Scotland,Top Speed (Km/h),Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Own-goals,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals conceded,Kieran Tierney,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Total Attempts,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Attempts on target,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Attempts off target,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Corners,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Offsides,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Saves,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Tackles won,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Clearances,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,4.0,England,Scotland,Recovered balls,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Fouls committed,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Yellow cards,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Red cards,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,35.0,England,Scotland,Passes completed,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,90.0,England,Scotland,Passes accuracy,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,10011.0,England,Scotland,Distance covered (m),Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2995.0,England,Scotland,Distance covered in possession (m),Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,30.4,England,Scotland,Top Speed (Km/h),Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Own-goals,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals conceded,Scott McTominay,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Total Attempts,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Attempts on target,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Attempts off target,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Corners,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Offsides,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Saves,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Tackles won,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Clearances,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,4.0,England,Scotland,Recovered balls,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2.0,England,Scotland,Fouls committed,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Yellow cards,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Red cards,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,42.0,England,Scotland,Passes completed,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,89.0,England,Scotland,Passes accuracy,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,9275.0,England,Scotland,Distance covered (m),Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,3008.0,England,Scotland,Distance covered in possession (m),Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,27.9,England,Scotland,Top Speed (Km/h),Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Own-goals,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals conceded,Billy Gilmour,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2.0,England,Scotland,Total Attempts,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Attempts on target,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Attempts off target,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Corners,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Offsides,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Saves,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Tackles won,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Clearances,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Recovered balls,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2.0,England,Scotland,Fouls committed,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Yellow cards,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Red cards,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,7.0,England,Scotland,Passes completed,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,41.0,England,Scotland,Passes accuracy,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,9654.0,England,Scotland,Distance covered (m),Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,3109.0,England,Scotland,Distance covered in possession (m),Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,29.9,England,Scotland,Top Speed (Km/h),Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Own-goals,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals conceded,Lyndon Dykes,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Total Attempts,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Attempts on target,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Attempts off target,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Corners,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Offsides,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Saves,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Tackles won,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Clearances,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Recovered balls,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Fouls committed,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Yellow cards,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Red cards,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2.0,England,Scotland,Passes completed,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,100.0,England,Scotland,Passes accuracy,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,909.0,England,Scotland,Distance covered (m),Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,152.0,England,Scotland,Distance covered in possession (m),Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,24.3,England,Scotland,Top Speed (Km/h),Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Own-goals,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals conceded,Kevin Nisbet,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,5.0,England,Scotland,Total Attempts,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Attempts on target,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2.0,England,Scotland,Attempts off target,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Corners,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Offsides,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Saves,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Tackles won,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Clearances,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,1.0,England,Scotland,Recovered balls,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2.0,England,Scotland,Fouls committed,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Yellow cards,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Red cards,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,22.0,England,Scotland,Passes completed,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,85.0,England,Scotland,Passes accuracy,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,8441.0,England,Scotland,Distance covered (m),Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,2849.0,England,Scotland,Distance covered in possession (m),Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,31.3,England,Scotland,Top Speed (Km/h),Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Own-goals,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
14,91,0.0,England,Scotland,Goals conceded,Ché Adams,-0.7187862025774269,1.4365301080162702,0.3588719527194217
29,54,0.0,Belgium,Finland,Goals,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Total Attempts,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts on target,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts off target,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Corners,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Offsides,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Saves,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,1.0,Belgium,Finland,Tackles won,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,3.0,Belgium,Finland,Clearances,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,4.0,Belgium,Finland,Recovered balls,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,1.0,Belgium,Finland,Fouls committed,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Yellow cards,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Red cards,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,33.0,Belgium,Finland,Passes completed,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,89.0,Belgium,Finland,Passes accuracy,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,7335.0,Belgium,Finland,Distance covered (m),Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,2378.0,Belgium,Finland,Distance covered in possession (m),Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,28.1,Belgium,Finland,Top Speed (Km/h),Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Own-goals,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Goals conceded,Tim Sparv,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Goals,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Total Attempts,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts on target,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts off target,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Corners,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Offsides,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Saves,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Tackles won,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,7.0,Belgium,Finland,Clearances,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,10.0,Belgium,Finland,Recovered balls,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Fouls committed,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Yellow cards,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Red cards,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,41.0,Belgium,Finland,Passes completed,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,87.0,Belgium,Finland,Passes accuracy,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,9440.0,Belgium,Finland,Distance covered (m),Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,3252.0,Belgium,Finland,Distance covered in possession (m),Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,28.6,Belgium,Finland,Top Speed (Km/h),Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Own-goals,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Goals conceded,Joona Toivio,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Goals,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Total Attempts,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts on target,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts off target,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Corners,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Offsides,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Saves,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Tackles won,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,4.0,Belgium,Finland,Clearances,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,1.0,Belgium,Finland,Recovered balls,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,1.0,Belgium,Finland,Fouls committed,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Yellow cards,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Red cards,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,23.0,Belgium,Finland,Passes completed,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,72.0,Belgium,Finland,Passes accuracy,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,9728.0,Belgium,Finland,Distance covered (m),Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,3085.0,Belgium,Finland,Distance covered in possession (m),Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,29.5,Belgium,Finland,Top Speed (Km/h),Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Own-goals,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Goals conceded,Jukka Raitala,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Goals,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,2.0,Belgium,Finland,Total Attempts,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts on target,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts off target,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Corners,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Offsides,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Saves,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Tackles won,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Clearances,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Recovered balls,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,1.0,Belgium,Finland,Fouls committed,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Yellow cards,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Red cards,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,17.0,Belgium,Finland,Passes completed,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,77.0,Belgium,Finland,Passes accuracy,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,10212.0,Belgium,Finland,Distance covered (m),Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,3667.0,Belgium,Finland,Distance covered in possession (m),Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,33.3,Belgium,Finland,Top Speed (Km/h),Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Own-goals,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Goals conceded,Teemu Pukki,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Goals,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Total Attempts,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts on target,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts off target,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Corners,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Offsides,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Saves,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Tackles won,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Clearances,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Recovered balls,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Fouls committed,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Yellow cards,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Red cards,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,10.0,Belgium,Finland,Passes completed,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,91.0,Belgium,Finland,Passes accuracy,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,2696.0,Belgium,Finland,Distance covered (m),Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,990.0,Belgium,Finland,Distance covered in possession (m),Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,23.6,Belgium,Finland,Top Speed (Km/h),Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Own-goals,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Goals conceded,Joni Kauko,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Goals,Rasmus Schüller,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Total Attempts,Rasmus Schüller,1.3121764190939156,1.0480047772026089,1.1800905981482623
29,54,0.0,Belgium,Finland,Attempts on target,Rasmus Schüller,1.3121764190939156,1.0480047772026089,1.1800905981482623
